s1,s2,s3,s4,s5,s6,s9
0.97368264,0.7124339,0.35621104,0.62122387,-0.70184034,0.44175088,0.68666667
0.940722,0.64609873,0.3113705,0.57477725,-0.59288055,0.31976324,0.7715872
0.945351,0.6540342,0.36016625,0.5779539,-0.7807842,-0.27271065,0.68140423
0.89111876,0.5753,0.14850609,0.49452698,-0.007031579,-0.41165465,0.9746449
0.8355898,0.5135484,0.31807932,0.4688159,-0.76418805,-0.8961021,0.7506217
0.900911,0.5877286,0.32560003,0.5298655,-0.71470773,0.14178362,0.7443301
0.7722543,0.45487887,0.2908515,0.42142525,-0.71851945,-0.66661537,0.7899139
0.7407295,0.42871696,0.20680286,0.40506145,-0.39633077,0.72255886,0.90928245
0.7613576,0.44564596,0.36766773,0.39378628,-1.0071188,-0.99010867,0.64055485
0.7847928,0.4657768,0.33951277,0.4210099,-0.8930674,-0.2604193,0.7023977
0.6506095,0.36141768,0.15527007,0.3462121,-0.25062448,-0.98088044,0.9551618
0.17929834,0.090258494,0.045734607,0.09001447,-0.09299167,0.5116032,0.99574476
0.2618691,0.13286565,0.21574655,0.12282052,-0.74411386,0.998286,0.8369083
-0.2515502,-0.12748249,-0.085410856,-0.1265984,0.22433862,-0.98351127,0.98148036
-0.28777543,-0.146468,-0.09627553,-0.14517441,0.2492845,-0.9587697,0.9767548
-0.7454313,-0.43251598,-0.12856542,-0.39901954,0.05809789,-0.5242102,0.9803202
-0.92701715,-0.62426084,-0.37653032,-0.55143726,0.8751396,-0.09022861,0.6484008
-0.9810729,-0.7324529,-0.36157504,-0.6349463,0.7013169,-0.09943845,0.67427
-0.9893506,-0.91595566,-0.47211418,-0.7564597,0.91184264,-0.0025004,0.3683992
-0.9759887,-0.71834606,-0.3600093,-0.6252443,0.71052086,-0.10126446,0.6787747
-0.96377456,-0.6895327,-0.2544947,-0.59379476,0.31504157,-0.2444069,0.86186683
-0.9658481,-0.6940421,-0.3849771,-0.60531086,0.8347713,-0.069150776,0.6308249
-0.9477113,-0.65820885,-0.44083303,-0.56258583,1.0729226,-0.001211375,0.5130211
-0.81125873,-0.4898661,-0.23225725,-0.4555857,0.43552056,-0.3437546,0.88381463
-0.78706527,-0.46778527,-0.313383,-0.4289509,0.79338783,-0.2523055,0.7522255
-0.99962485,-0.8561511,-0.42964542,-0.71663034,0.8272229,-0.032091647,0.50057805
-0.9949168,-0.78574157,-0.3841403,-0.6705581,0.7317169,-0.07468266,0.62025356
-0.9910259,-0.7670145,-0.35985464,-0.65773267,0.65650743,-0.104153,0.67272836
-0.9995604,-0.8253262,-0.4888279,-0.6853002,1.0777515,0.049514815,0.38121504
-0.987366,-0.7528043,-0.3467187,-0.6478654,0.6196824,-0.12024293,0.7004347
-0.99662536,-0.79622144,-0.41133225,-0.67671704,0.8255906,-0.041201055,0.5609328
-0.9994312,-0.8230872,-0.3450961,-0.68876845,0.53680706,-0.13310473,0.68905765
-0.79101217,-0.47129902,-0.32997242,-0.4284913,0.85275996,-0.22757596,0.7218869
-0.68114376,-0.3831795,-0.21789774,-0.36504406,0.4968159,-0.46218914,0.88932866
-0.49585345,-0.26228413,-0.14556108,-0.25631842,0.32614616,-0.7266634,0.95235777
-0.29480588,-0.1501825,-0.015950022,-0.14733315,-0.11217682,-0.9829835,0.9996541
0.0374392,0.01872507,-0.06166763,0.018406874,0.29516125,-0.57477385,0.98106
0.38954958,0.20139726,0.16239071,0.19625953,-0.47091958,-0.41413796,0.9263679
0.5105331,0.27106673,0.025245838,0.25431356,0.20201586,0.60638005,0.9985124
0.40378422,0.20931014,0.12418249,0.20606355,-0.296079,-0.62786144,0.9638244
0.41317073,0.21456434,0.15232038,0.20994036,-0.41265354,-0.80507576,0.9392106
0.40481833,0.20988755,-0.018793374,0.19653141,0.31722498,-0.46933392,0.98694825
0.5457816,0.29260975,0.09525498,0.2823352,-0.06835415,0.6735204,0.98897964
0.860661,0.5398715,0.2746594,0.4952569,-0.55835813,0.63994026,0.8270203
0.8312346,0.5091865,0.3114015,0.46614537,-0.7424109,0.9351839,0.76206166
0.9329604,0.6334556,0.2801766,0.56425595,-0.47799623,-0.9680947,0.82331544
0.9470344,0.6570023,0.37659854,0.5778643,-0.8415467,0.997087,0.6488573
0.97044885,0.70455515,0.42870778,0.6048403,-0.9871704,-0.51409423,0.5382879
0.9946239,0.8954842,0.42455658,0.74208057,-0.76021934,-0.73736095,0.4905372
0.9990591,0.8645989,0.4114556,0.72185254,-0.7477154,0.9986801,0.5363073
0.9611391,0.9705873,0.41306645,0.78530544,-0.6115657,-0.79066557,0.44094813
0.98932964,0.91602314,0.48746663,0.7553573,-0.967718,0.89581716,0.33325967
0.98924637,0.91629076,0.4627044,0.7570127,-0.876669,0.91866267,0.3895635
0.9864632,0.74962133,0.3580478,0.6464069,-0.6684316,0.04051596,0.6789864
0.9274131,0.6248616,0.24674568,0.55376905,-0.34897435,0.9617282,0.8728699
0.8825848,0.5649191,0.35484478,0.50609267,-0.8532679,-0.9856631,0.68725973
0.61570644,0.33759385,0.31545135,0.30467677,-0.91987944,0.9694114,0.718006
0.64765924,0.35936287,0.19809446,0.34457478,-0.4396028,-0.993171,0.9106638
0.4103124,0.21296123,0.017875351,0.20441997,0.17360894,-0.620296,0.9987298
0.66395664,0.3708161,0.10800487,0.34862083,-0.036438778,0.39338386,0.98767513
0.4334933,0.22604486,0.18625647,0.21844068,-0.5427783,-0.996734,0.9025994
0.29787835,0.1518091,0.10708754,0.15016879,-0.2905663,0.9357568,0.9699778
0.10392765,0.052081324,0.2237948,0.045734882,-0.81871694,0.21619645,0.79513824
-0.004304432,-0.002152224,0.051757082,-0.0021320547,-0.23316188,-0.6129008,0.98777246
-0.34913495,-0.17926417,-0.050954375,-0.17650604,0.007040451,-0.9369135,0.99786496
-0.21035457,-0.106166795,-0.06909085,-0.10567928,0.17789237,-0.9989787,0.98810905
-0.6587036,-0.3670968,-0.1688577,-0.3516651,0.30335438,-0.5431088,0.943287
-0.8775217,-0.55893886,-0.2782211,-0.5101055,0.5519438,-0.24327205,0.8229688
-0.98332274,-0.73928386,-0.421194,-0.6338404,0.9243593,-0.022338986,0.55093426
-0.9001967,-0.5868018,-0.22972022,-0.52602255,0.31839183,-0.2982762,0.894276
-0.9978912,-0.87583345,-0.4928252,-0.7238118,1.0363889,0.0395032,0.349007
-0.9995695,-0.85718733,-0.44205558,-0.7167704,0.8728727,-0.016771957,0.47276467
-0.97189486,-0.7080229,-0.36937997,-0.6174174,0.7589045,-0.08902416,0.66121817
-0.9591876,-0.67998844,-0.265429,-0.5912178,0.36847094,-0.23020753,0.8459389
-0.91651934,-0.6088904,-0.35433263,-0.54298985,0.8058513,-0.12343163,0.6916133
-0.9170884,-0.60969794,-0.2319472,-0.5411855,0.3038309,-0.2882866,0.8923147
-0.98126376,-0.7330165,-0.34997368,-0.6352236,0.6543661,-0.11481502,0.6966973
-0.98284405,-0.7377946,-0.3536736,-0.63848937,0.6639412,-0.110095955,0.68902284
-0.98611027,-0.7484051,-0.4305611,-0.6390128,0.94951415,-0.010978609,0.5294809
-0.8381181,-0.5161071,-0.14038052,-0.45789817,0.025897073,-0.4496122,0.97752887
-0.9091516,-0.5986745,-0.2794977,-0.5398578,0.5131982,-0.22680502,0.823333
-0.9761492,-0.7187677,-0.2669007,-0.6131831,0.33566037,-0.22656886,0.8421778
-0.81165963,-0.4902435,-0.34108484,-0.44312644,0.875619,-0.19855814,0.70382845
-0.83397764,-0.51192707,-0.19747828,-0.4691539,0.26302096,-0.37620476,0.92780244
-0.7180052,-0.41081035,-0.096461356,-0.37579876,-0.05091406,-0.58364594,0.9941116
-0.49703,-0.26298422,-0.16114926,-0.25639763,0.39348364,-0.70953965,0.9375176
-0.077209525,-0.038652837,-0.05737541,-0.038445774,0.208771,-0.9113494,0.98835504
0.25758618,0.13062903,0.040320113,0.12962344,-0.018747682,0.96886325,0.9984059
0.5903412,0.32088995,0.14824623,0.31040078,-0.26762718,-0.84910786,0.9569247
0.5452547,0.29228267,0.12806086,0.2840964,-0.21279332,0.6579265,0.9698491
0.690826,0.39028287,0.2607538,0.36695844,-0.6671462,-0.83555704,0.8282654
0.7548356,0.44021872,0.122660495,0.40311325,-0.02625109,0.78989065,0.9840777
0.5433693,0.29111362,0.19605654,0.28090838,-0.5102833,0.6571082,0.9023345
0.7414684,0.42931172,0.30697796,0.39485514,-0.8076404,0.94979274,0.7567779
0.84163916,0.51970416,0.22060384,0.47780728,-0.35241607,0.982003,0.9015018
0.83849996,0.51649535,0.27358335,0.47647536,-0.5800463,-0.87026846,0.82645214
0.81430316,0.4927422,0.27567974,0.45652282,-0.6153292,0.15186629,0.820418
0.9911988,0.9096484,0.40712792,0.7485511,-0.67604923,0.5818559,0.51949835
0.9791721,0.7269846,0.28379104,0.62228656,-0.39454415,-0.11500852,0.8149792
0.9999914,0.843702,0.40128505,0.7082158,-0.7329571,-0.98020613,0.56712776
0.9818921,0.93610096,0.4096098,0.7642797,-0.6506451,0.24773932,0.49208382
0.9898929,0.9141778,0.40240678,0.75027496,-0.65237063,0.8669878,0.52661824
0.90865284,0.99994224,0.44497496,0.8230793,-0.6412686,0.99679947,0.25430602
0.9858329,0.9263149,0.49879217,0.76211244,-0.99465936,0.9135885,0.2980852
0.91720676,0.6098662,0.361518,0.5425326,-0.83266044,-0.4406401,0.6776461
0.95818,0.677964,0.2520175,0.58667773,-0.31652716,0.85986423,0.86567456
0.815252,0.4936434,0.119983,0.4372666,0.03322016,0.9587238,0.9878863
0.30524465,0.15571712,0.03477303,0.1535243,0.036268774,0.9374863,0.9996134
0.3900638,0.201682,0.070208535,0.1984057,-0.065395825,-0.29686263,0.99364835
0.17536426,0.08825185,0.06496983,0.08789524,-0.18164478,0.5069795,0.9886488
-0.059853952,-0.029949345,-0.06995932,-0.029637333,0.274372,-0.88852984,0.9810581
0.0775948,0.038846202,0.039490644,0.038774017,-0.12894766,-0.22274727,0.9951005
0.08216415,0.041140027,0.08926779,0.04047031,-0.34438106,-0.121237405,0.96958184
0.09296142,0.04656472,-0.058589824,0.04548957,0.31328234,-0.26988414,0.98005706
0.09253241,0.046349056,0.076697245,0.045872144,-0.2842441,-0.07341167,0.9786822
-0.12847184,-0.06445845,-0.094775714,-0.06353086,0.34104753,-0.9845177,0.9684385
-0.48286945,-0.2546012,-0.029365446,-0.24154662,-0.1692766,-0.84469736,0.9994054
-0.61742705,-0.3387446,-0.19203939,-0.32602686,0.43767217,-0.55270535,0.91483426
-0.968673,-0.70040786,-0.30467984,-0.61063164,0.50656486,-0.1756014,0.78180546
-0.97790694,-0.72347915,-0.24628045,-0.608509,0.2509156,-0.25476834,0.87229145
-0.9987755,-0.8143991,-0.43672457,-0.68709785,0.9016314,-0.012398064,0.5009818
-0.9979791,-0.8751265,-0.4463197,-0.72891855,0.86754084,-0.01738678,0.4542368
-0.9992453,-0.8622159,-0.48884973,-0.714086,1.0379001,0.039320752,0.3653605
-0.9918586,-0.9072072,-0.34924522,-0.7310853,0.46094227,-0.15537348,0.6454669
-0.9976837,-0.8040883,-0.36604968,-0.68121994,0.64008456,-0.10145593,0.6526129
-0.9967991,-0.79741985,-0.48721316,-0.66348064,1.1004972,0.05324842,0.39362872
-0.86837953,-0.54844743,-0.17938316,-0.48978156,0.15069394,-0.38153356,0.9484036
-0.86635065,-0.54616916,-0.291148,-0.4995123,0.61986935,-0.23172116,0.8009787
-0.94538856,-0.6540999,-0.50156975,-0.5348112,1.2624077,0.072651654,0.37424836
-0.88218886,-0.56444687,-0.25764716,-0.5137866,0.4595148,-0.26876098,0.85467535
-0.8083167,-0.48710862,-0.1845692,-0.44920805,0.23524383,-0.40912652,0.93936455
-0.9588124,-0.67923176,-0.37004614,-0.59602135,0.7925661,-0.08977763,0.6615069
-0.87444055,-0.5553603,-0.14685982,-0.48308212,0.017029038,-0.4220296,0.9750004
-0.620274,-0.34065375,-0.16239747,-0.32829666,0.30628538,-0.5854704,0.9464406
-0.7957827,-0.4755903,-0.24087447,-0.44402263,0.48848182,-0.34254736,0.87052596
-0.49253762,-0.2603147,-0.13336676,-0.2546527,0.27475187,-0.7422279,0.9624662
-0.16472922,-0.08283604,-0.03551886,-0.08263776,0.056343615,-0.9897686,0.99786675
-0.31653354,-0.16172957,-0.17139423,-0.15607779,0.5518545,-0.8937407,0.90824187
0.5084165,0.26979387,0.15521127,0.26314405,-0.3594476,0.68718374,0.9443649
0.431332,0.22481686,0.13118,0.22087336,-0.30812493,-0.97639334,0.9600544
0.705589,0.4013205,0.2847673,0.3731876,-0.75067425,0.72219455,0.79059285
0.7055168,0.4012659,0.09940441,0.36974594,0.030007496,0.8876238,0.9927223
0.94878423,0.66013753,0.40918612,0.5735076,-0.9603047,0.9853537,0.5815414
0.98683155,0.75090706,0.29183903,0.6373179,-0.4023615,0.8897339,0.79950213
0.7780234,0.45985535,0.3617248,0.4091437,-0.97602326,-0.6038382,0.65635884
0.9276861,0.6252766,0.32574576,0.5591468,-0.6743872,-0.66603255,0.74577934
0.96554565,0.6933762,0.3236461,0.6077851,-0.59136385,-0.06441204,0.7488113
0.7939404,0.47392726,0.28038716,0.4398292,-0.65556955,0.33878493,0.8103225
0.911946,0.6024985,0.3339405,0.5407168,-0.73216784,0.31994057,0.72990304
0.9791122,0.72681624,0.41523993,0.6253883,-0.91516936,0.2654782,0.5651494
0.9870577,0.92291343,0.35594833,0.74063915,-0.46777695,0.9516561,0.62092704
0.9997957,0.83048886,0.27747217,0.6681719,-0.2728503,0.8833293,0.8107333
0.9985156,0.8704097,0.40311635,0.72479784,-0.70873684,0.6375695,0.5515218
0.99561065,0.7897522,0.43752125,0.6689824,-0.93154085,0.37478644,0.5061599
0.99999905,0.8407373,0.31022215,0.6868563,-0.3842938,-0.8078065,0.7503204
0.9983189,0.8096918,0.5070011,0.6673222,-1.154684,0.2239145,0.34511772
0.9610081,0.6837098,0.29097039,0.5982869,-0.4684794,0.2928501,0.8055558
0.7182469,0.41099703,0.1673663,0.3884441,-0.24605468,-0.6710088,0.9492406
0.6453663,0.35777137,0.060526174,0.3285507,0.14365754,-0.8233934,0.99984413
0.480518,0.25321802,0.109623425,0.24778967,-0.17812882,-0.34632477,0.9785234
-0.15281239,-0.07678187,0.019188972,-0.075778954,-0.17933956,-0.96537304,0.99537706
-0.31587252,-0.16137671,-0.08667414,-0.15997726,0.18819779,-0.9431632,0.9837669
-0.14132586,-0.07095965,-0.046832543,-0.070810124,0.12194502,-0.97938883,0.9944855
-0.20860162,-0.10526546,-0.073803075,-0.10472123,0.20002896,-0.99888617,0.98577327
-0.2817953,-0.14331645,-0.05498277,-0.14221664,0.06870122,-0.97756696,0.9955537
-0.39498302,-0.20441,-0.14937319,-0.20014885,0.41191524,-0.8289653,0.9406061
-0.22850794,-0.115527146,-0.06944965,-0.11496413,0.1679076,-0.995339,0.98863685
-0.35021132,-0.1798477,-0.025187107,-0.17547852,-0.10629032,-0.94900244,0.99992096
-0.6889165,-0.3888737,-0.31213492,-0.35531992,0.86511,-0.3342812,0.7382555
-0.8807936,-0.5627889,-0.39136273,-0.49473408,0.9884819,-0.09138405,0.61275864
-0.9904156,-0.76447135,-0.4156512,-0.653615,0.8768191,-0.031319976,0.5587435
-0.9416471,-0.64765936,-0.38424566,-0.56897354,0.88038605,-0.07535129,0.6333415
-0.99994045,-0.84734756,-0.5128107,-0.6963175,1.1364514,0.072511375,0.31787193
-0.94124657,-0.9888345,-0.48327935,-0.815577,0.82911867,-0.044742078,0.23337728
-0.9500503,-0.98205805,-0.34359443,-0.75695324,0.35098973,-0.21312225,0.58056754
-0.9997902,-0.8303431,-0.447383,-0.69724417,0.9235444,-0.002662614,0.47212455
-0.97787416,-0.7233897,-0.47394937,-0.60678583,1.1254104,0.04405269,0.436682
-0.84719443,-0.525462,-0.20669016,-0.48021916,0.28728014,-0.3562155,0.9185326
-0.8252302,-0.5032643,-0.20750155,-0.46420246,0.31489608,-0.3680548,0.9158867
-0.81740695,-0.49569878,-0.2578944,-0.46013218,0.5376825,-0.30547512,0.8482324
-0.7911738,-0.47144362,-0.18339023,-0.43743703,0.24728708,-0.4218551,0.939278
-0.62075865,-0.34097943,-0.09076589,-0.32212234,-0.0043704347,-0.66733134,0.9932563
-0.56659156,-0.30566004,-0.08355918,-0.29215112,0.0032606558,-0.7221408,0.9941446
-0.6570954,-0.36596352,-0.12702292,-0.34755012,0.12270011,-0.5949589,0.9768367
-0.5450742,-0.29217067,-0.18213864,-0.28301984,0.4497278,-0.6365409,0.9192071
-0.67896134,-0.3815925,-0.23281604,-0.36239097,0.56173337,-0.44513813,0.8687364
-0.2546841,-0.12911536,-0.0098289475,-0.12712039,-0.11426366,-0.99704564,0.99940336
-0.19150406,-0.09649601,-0.029264828,-0.09608205,0.011322974,-0.99757856,0.9992049
0.08048586,0.040297396,0.0411883,0.04021557,-0.13474348,-0.20253389,0.99465954
0.5077714,0.26940635,0.1797447,0.26139194,-0.46607962,0.69406325,0.9182856
0.5412407,0.2897962,0.12643847,0.28179297,-0.2086023,0.80047256,0.97076905
0.7932058,0.47326615,0.33516568,0.4290399,-0.87010425,-0.41465876,0.71227896
0.9888505,0.75828886,0.28500834,0.6391554,-0.3681575,-0.06935355,0.8100447
0.97087795,0.7055753,0.44816485,0.6002604,-1.0547675,-0.40819627,0.49569005
0.9999989,0.8406649,0.36613104,0.7025104,-0.599633,-0.7522318,0.6415421
0.9297081,0.6283759,0.26355693,0.55887026,-0.41464648,-0.46075833,0.84874564
0.941868,0.6480337,0.2647708,0.5716965,-0.39884713,0.7754625,0.84718525
0.9809551,0.7321065,0.4131332,0.6298207,-0.90174985,0.3631804,0.5690074
0.99933803,0.86091506,0.4315004,0.7197786,-0.82864404,0.8683723,0.49429786
0.99160796,0.769519,0.50756335,0.63358474,-1.1931981,-0.091747604,0.35372958
0.99341273,0.900962,0.49405533,0.7429912,-1.01064,-0.33562398,0.32998154
0.9858204,0.7474173,0.44129798,0.63589674,-0.98963875,-0.97781277,0.5062866
0.9978702,0.8056457,0.30340004,0.668349,-0.3928882,0.908725,0.771179
0.9298535,0.62860036,0.15200022,0.5219698,0.019627793,0.13363731,0.97380537
0.9802772,0.73013246,0.44068688,0.6223502,-1.0047915,0.4936983,0.5099101
0.9795778,0.72813064,0.3238207,0.6302518,-0.55438983,-0.993565,0.7459955
0.9164064,0.60873055,0.18822102,0.5280099,-0.12957652,0.4468882,0.94248664
0.8569668,0.5358514,0.28315878,0.49167988,-0.59826493,-0.39909488,0.81311053
0.76857245,0.45173535,0.06768464,0.3924749,0.19209443,0.45793325,0.999982
0.28433678,0.14465496,0.01302018,0.14197509,0.11849155,0.9992503,0.9994726
0.30869913,0.15755391,0.02968407,0.15501831,0.060842853,0.9221363,0.9999326
-0.092493795,-0.04632964,-0.10304301,-0.045316566,0.39658216,-0.95646876,0.95936406
-0.29750353,-0.15161054,-0.038032953,-0.14975178,-0.016932042,-0.9749827,0.9992174
-0.23774083,-0.12030715,-0.050737984,-0.11969667,0.07811303,-0.99561775,0.9957109
-0.6942593,-0.39282697,-0.15190138,-0.37222013,0.19980407,-0.53406453,0.9609859
-0.4886475,-0.25801063,-0.00412481,-0.23976366,-0.2723491,-0.859854,0.9935243
-0.57261556,-0.3094878,-0.12848891,-0.29953235,0.19421837,-0.6687826,0.97116715
-0.7906116,-0.47094098,-0.44607392,-0.38827404,1.2152746,-0.07850958,0.46989027
-0.6410698,-0.35480195,-0.18096295,-0.34093797,0.37068072,-0.54406834,0.92945606
-0.8017501,-0.48102885,-0.36798108,-0.42711318,0.9794323,-0.17015876,0.6479416
-0.7130245,-0.4069799,-0.16095486,-0.38459566,0.22290142,-0.5077735,0.9546186
-0.959476,-0.6805724,-0.2550173,-0.5889579,0.32596153,-0.24436599,0.8613132
-0.95085347,-0.6639143,-0.32815287,-0.58750075,0.6418759,-0.147074,0.7416305
-0.99440706,-0.8965125,-0.38601458,-0.7370667,0.6118653,-0.102567434,0.5741272
-0.99281526,-0.7749991,-0.32232454,-0.65767205,0.49836114,-0.15507446,0.74269664
-0.99346304,-0.9007466,-0.48733148,-0.743774,0.9868223,0.023050532,0.34548098
-0.9999999,-0.8412713,-0.4963352,-0.6959762,1.0869099,0.05454001,0.35801166
-0.9939134,-0.7803871,-0.33539602,-0.6631539,0.54455477,-0.1382733,0.71746814
-0.99386317,-0.8989971,-0.31463832,-0.71217763,0.3438516,-0.19782616,0.71984047
-0.9548031,-0.67134887,-0.24513835,-0.581049,0.2955194,-0.25875598,0.8754422
-0.7201064,-0.41243604,-0.25977352,-0.38752058,0.63895345,-0.37494144,0.8337305
-0.54698545,-0.29335764,-0.17058595,-0.28479072,0.39837682,-0.64745617,0.9321178
-0.44117928,-0.23042601,-0.119164385,-0.22645943,0.2481515,-0.80727375,0.96998024
-0.5093985,-0.2703842,-0.15840878,-0.26358208,0.37271512,-0.6994219,0.94132304
-0.48361447,-0.25504,-0.08843649,-0.2485048,0.08227572,-0.7935222,0.98967826
-0.49916324,-0.26425523,-0.1981887,-0.25468948,0.5496424,-0.66824156,0.89470005
-0.39672828,-0.2053797,-0.19004837,-0.19757663,0.5806415,-0.79237694,0.8934864
-0.49716944,-0.26306722,-0.18496092,-0.25482914,0.49558395,-0.6845298,0.9110535
-0.0900895,-0.045121193,-0.07610426,-0.044658203,0.28312132,-0.9409012,0.97891927
-0.056455888,-0.028246712,-0.035198204,-0.028196951,0.12288104,-0.85616446,0.99582064
0.32071614,0.16396469,0.15804346,0.15944587,-0.49490523,0.7210519,0.92451155
0.6957781,0.39395672,0.32722434,0.35628065,-0.9137332,0.13776904,0.71030223
0.8615505,0.54084736,0.16571395,0.48110354,-0.10309786,0.35354108,0.9601089
0.95553005,0.6727516,0.4548264,0.5703225,-1.1067823,0.88034666,0.48200148
0.9090723,0.59856683,0.20364374,0.5272217,-0.19993204,-0.9371736,0.9259502
0.9952077,0.7873884,0.34573808,0.66881937,-0.5780627,0.9230275,0.69639224
0.9931387,0.90212053,0.59895,0.7130299,-1.3490226,-0.33887035,0.08937186
0.97603923,0.94818854,0.39934453,0.76829445,-0.5955634,-0.62564456,0.502765
0.95869344,0.6789926,0.509379,0.5537442,-1.267942,-0.3174407,0.35693455
0.96530575,0.69284993,0.30676302,0.6060912,-0.5231619,-0.995389,0.7785969
0.9741992,0.7137353,0.27048734,0.61151826,-0.354832,0.2981672,0.8369414
0.9464067,0.6558902,0.31253076,0.5817049,-0.58691275,-0.75323325,0.769552
0.8458334,0.52404165,0.26535162,0.48289913,-0.5370996,0.74519086,0.8399425
0.85983896,0.5389724,0.34210962,0.4863541,-0.831098,0.62070864,0.7090183
0.8544104,0.5331001,0.4246214,0.4560692,-1.1209763,-0.96237254,0.535534
0.98583555,0.74746877,0.37834278,0.6448217,-0.7511921,-0.99601936,0.6389783
0.82661885,0.5046248,0.29992026,0.4639248,-0.70136803,-0.89807475,0.7816155
0.8403862,0.5184196,0.3153153,0.47351077,-0.74811584,0.9811096,0.7562437
0.85009986,0.5285151,0.30642554,0.48343664,-0.7016961,-0.6981201,0.77319896
0.7230534,0.4147261,0.32741812,0.37613586,-0.8963273,0.8070098,0.71502215
0.41335616,0.21466844,0.067313515,0.21035863,-0.037041057,-0.72721,0.9951774
0.22350404,0.112942114,0.13942645,0.10992463,-0.4741481,0.88884735,0.9355496
-0.19675621,-0.09918576,-0.13702615,-0.096380875,0.47920975,-0.994343,0.935607
-0.28129646,-0.14305389,-0.051803123,-0.14190711,0.0548034,-0.97880554,0.99639463
-0.2565828,-0.13010553,-0.0970124,-0.12893677,0.2725262,-0.97759306,0.9745562
-0.7599673,-0.44448307,-0.17441177,-0.4157318,0.23871472,-0.45521146,0.9457199
-0.91965485,-0.61337477,-0.2433788,-0.54581493,0.34708008,-0.27172896,0.87719834
-0.95075315,-0.6637294,-0.35534716,-0.5858891,0.7513357,-0.110880814,0.6906638
-0.8143276,-0.49276546,-0.33430034,-0.44704282,0.84789073,-0.20571177,0.7173347
-0.7511734,-0.43720222,-0.21611843,-0.4122467,0.42665356,-0.40733492,0.898857
-0.9538446,-0.669516,-0.2579259,-0.5833424,0.3487606,-0.24149202,0.8572477
-0.8851506,-0.5679992,-0.35965496,-0.5076846,0.8683559,-0.13059494,0.6781092
