s1,s2,s3,s4,s5,s6,s9
0.9472027,0.6722344,0.24292676,0.5849945,-0.31037372,0.82372415,0.84234476
0.8064808,0.45730364,0.13534887,0.42831314,-0.040069256,0.9747288,0.97268414
0.2597498,0.13936888,0.032030173,0.1350433,0.0061465483,0.88284814,0.97960925
0.3891983,0.19865565,0.05197118,0.19714738,-0.0023308625,-0.354945,0.97532976
0.17476743,0.07635758,0.049539603,0.07891608,-0.12634207,0.46277815,0.9707142
-0.10878334,-0.032378092,-0.07405548,-0.043816246,0.26284975,-0.93123883,0.99655855
0.09448912,0.025782762,0.0029937555,0.03483057,0.010326762,-0.2848457,0.9719363
0.11151184,0.019909117,0.064982735,0.037926637,-0.24513867,-0.13052455,0.9525061
0.10518328,0.047268316,-0.03330664,0.050606657,0.16965564,-0.4543827,0.9944575
0.12021019,0.022053089,0.045313343,0.040844418,-0.15508717,-0.07785685,0.9586906
-0.18298906,-0.058195338,-0.09985942,-0.0711738,0.34224185,-0.957554,0.9773579
-0.46875092,-0.27354404,-0.045927264,-0.25364536,-0.106267676,-0.8341943,0.9933615
-0.6066088,-0.34230506,-0.20599078,-0.31306037,0.48837125,-0.5317519,0.88978827
-0.97340655,-0.69566274,-0.316785,-0.6055214,0.5567782,-0.14492305,0.7524461
-1.0409495,-0.7246692,-0.26168847,-0.6387462,0.29374406,-0.15611447,0.87419295
-0.9690877,-0.79825985,-0.4502575,-0.6648002,0.9450398,-0.053643823,0.47987545
-0.9886502,-0.8290825,-0.46334243,-0.685007,0.97072715,-0.038479283,0.4470815
-0.9960058,-0.8543449,-0.50550187,-0.7042082,1.0938187,0.0062588006,0.3507917
-1.0619006,-0.83430177,-0.372436,-0.70205754,0.6251605,-0.071449056,0.6666794
-0.99917024,-0.7791451,-0.37956116,-0.6566613,0.7123387,-0.08644113,0.6350454
-0.97622263,-0.83166623,-0.4950382,-0.68540406,1.0809898,-0.0045360923,0.37123618
-0.8870864,-0.5552728,-0.18946356,-0.50317603,0.18362118,-0.39264792,0.9490386
-0.85533255,-0.56936675,-0.3033273,-0.50280446,0.64672107,-0.25392264,0.7810603
-0.95354086,-0.8126588,-0.50165033,-0.6742176,1.1229029,-0.0017715693,0.34769085
-0.8782349,-0.5726089,-0.26856545,-0.51310956,0.49627832,-0.26353037,0.8385165
-0.8131162,-0.49607596,-0.19800955,-0.4486958,0.28238,-0.4246476,0.92957103
-0.9339163,-0.70729893,-0.37851042,-0.60130286,0.7762797,-0.114305936,0.61975837
-0.89884555,-0.5562989,-0.15301067,-0.50962234,0.043610502,-0.45029822,0.98844916
-0.6055996,-0.33919537,-0.17481476,-0.318369,0.37237403,-0.5901396,0.9171391
-0.785776,-0.48196894,-0.2554901,-0.43668497,0.5319619,-0.35005975,0.8555667
-0.4804882,-0.2534419,-0.14650586,-0.23904108,0.34789693,-0.72387445,0.9317365
-0.19070268,-0.09086525,-0.066396244,-0.09148979,0.16733293,-0.9199731,0.99120057
-0.3716057,-0.16879791,-0.17602254,-0.16673745,0.56215435,-0.75218207,0.90083015
0.49835593,0.26978528,0.14369583,0.26721534,-0.3045617,0.6414654,0.93240815
0.44405282,0.22718655,0.1256135,0.22255242,-0.29695457,-0.8887549,0.95602155
0.67149585,0.3977905,0.27866867,0.3807561,-0.7258548,0.7125291,0.78911585
0.7028317,0.39297903,0.11099437,0.37715724,-0.015237648,0.89340925,0.97952664
0.9013747,0.6539201,0.3965807,0.56997746,-0.90826684,0.90810394,0.5651332
0.97796315,0.74237174,0.28029314,0.63631594,-0.39022732,0.8577223,0.77826744
0.7561154,0.46832335,0.34758675,0.42342287,-0.9328987,-0.56271523,0.66641665
0.8829872,0.6316562,0.31836617,0.55233514,-0.63785577,-0.65469027,0.73761815
0.9111492,0.6828573,0.30944952,0.58467835,-0.5469983,-0.09157124,0.7334698
0.7386587,0.46056718,0.26812753,0.42439437,-0.6243142,0.3234461,0.7925644
0.8438273,0.5917882,0.31813952,0.5202635,-0.68604374,0.31052595,0.71438617
0.9092558,0.702824,0.39922136,0.6063553,-0.87827367,0.28904253,0.5478306
1.0074965,0.9061275,0.3464043,0.7545906,-0.46135768,0.9391383,0.6318246
1.0185225,0.8003373,0.2661455,0.6790381,-0.2708729,0.8428589,0.78783274
0.9708646,0.85212934,0.38328752,0.72316724,-0.6555724,0.6964475,0.5448741
0.9319332,0.7650483,0.42240998,0.6575421,-0.90181226,0.40109825,0.47889966
0.9972036,0.8211323,0.31070116,0.70297515,-0.36050567,-0.8580514,0.76169693
0.9353155,0.8030075,0.49928057,0.67902964,-1.1381701,0.23821956,0.3049167
0.92127544,0.6645145,0.2671595,0.57655543,-0.4009593,0.25034153,0.79544866
0.6841618,0.4105771,0.14854196,0.37162513,-0.17963493,-0.69874763,0.9487243
0.5703435,0.341318,0.07057952,0.30907565,0.062223095,-0.75598603,0.99317735
0.46978155,0.24935693,0.08478138,0.2398687,-0.083845876,-0.4027858,0.9659953
-0.16452129,-0.1103287,-0.0036884462,-0.095378965,-0.111713685,-0.9107841,0.9763211
-0.32898825,-0.15679084,-0.10944517,-0.1561954,0.28595734,-0.8705579,0.96569544
-0.17693378,-0.0743076,-0.0705235,-0.08103686,0.20968442,-0.926332,0.98997474
-0.24302192,-0.103425644,-0.09324154,-0.10983125,0.27879092,-0.92347383,0.9779346
-0.30030996,-0.14523493,-0.08333037,-0.14484492,0.1849426,-0.9064626,0.982872
-0.40989518,-0.19766383,-0.1598865,-0.19279328,0.4535948,-0.7397023,0.9148005
-0.25512865,-0.110597536,-0.090436645,-0.11707978,0.25984323,-0.92192173,0.9783704
-0.35768354,-0.20599093,-0.052084472,-0.19207364,-0.022083195,-0.8845346,0.98808855
-0.71923655,-0.47227746,-0.31818712,-0.42282706,0.7961173,-0.36128193,0.7524651
-0.876638,-0.66169125,-0.39353308,-0.56581134,0.8851595,-0.145751,0.5787424
-0.95926774,-0.76998574,-0.42380914,-0.6438122,0.88425905,-0.07138329,0.5275415
-0.91168505,-0.69666725,-0.38791484,-0.5906124,0.82628703,-0.12151775,0.5961128
-1.0038239,-0.87140155,-0.5274072,-0.71338916,1.1542538,0.036779657,0.2977526
-1.0362393,-0.90795445,-0.5425104,-0.7448114,1.1672623,0.059604704,0.26602858
-1.0836087,-0.8710588,-0.38804325,-0.7274966,0.6401841,-0.06363192,0.6470783
-0.9705194,-0.80434793,-0.45816803,-0.6728757,0.97217983,-0.041991904,0.45547748
-0.95440614,-0.7990864,-0.47756398,-0.6586729,1.0474199,-0.02848272,0.4057238
-0.8489009,-0.5294888,-0.21931303,-0.47825855,0.335746,-0.36367196,0.9076134
-0.8277523,-0.5102357,-0.22224419,-0.46594656,0.36580136,-0.3692934,0.90213954
-0.8097845,-0.5066188,-0.27147385,-0.4559597,0.5796411,-0.325643,0.8342105
-0.7897515,-0.48116097,-0.19487414,-0.4336259,0.29887152,-0.448177,0.92718565
-0.61084956,-0.34937912,-0.10686733,-0.32932422,0.06325086,-0.7192629,0.98527414
-0.5589266,-0.31612277,-0.102593735,-0.29920554,0.084920645,-0.755844,0.98699075
-0.64841306,-0.37447998,-0.1398621,-0.3478905,0.18608405,-0.64176387,0.96047956
-0.5385099,-0.28427917,-0.19291334,-0.2702537,0.4945658,-0.60317814,0.89319754
-0.66971856,-0.39119884,-0.24592173,-0.36257133,0.5930151,-0.43924832,0.85765326
-0.2720656,-0.15729947,-0.036047686,-0.14448246,-0.025107844,-0.9125319,0.98582333
-0.21387485,-0.10639828,-0.060207546,-0.10631661,0.12649271,-0.915527,0.98823303
0.09735462,0.025689848,0.005719291,0.035809133,0.009252198,-0.26151872,0.9724832
0.49024522,0.26859796,0.17108297,0.2598074,-0.41983908,0.6827355,0.9126655
0.5412461,0.298908,0.122367896,0.29034388,-0.18611482,0.73134714,0.9520314
0.7468055,0.46629757,0.32896823,0.42340967,-0.8551537,-0.39507478,0.7087016
0.97174126,0.7343165,0.27798772,0.6241404,-0.3576679,-0.15791076,0.79917645
0.9191922,0.69147336,0.4484963,0.58868754,-1.0761285,-0.3462299,0.45833528
0.9982102,0.85204387,0.36748755,0.7261684,-0.56651455,-0.78849655,0.6416978
0.8961979,0.62887865,0.25445017,0.5457885,-0.37072778,-0.5246687,0.8474236
0.92393446,0.65351033,0.24863295,0.5688342,-0.36500844,0.75241876,0.8303803
0.91812634,0.7102203,0.3967756,0.61418617,-0.86167157,0.3881423,0.55229
0.9522643,0.83601177,0.41397795,0.71228695,-0.7823812,0.8588561,0.46384424
0.9341939,0.77432036,0.50554234,0.6460136,-1.1869404,-0.046560034,0.31298164
0.946911,0.88529855,0.50449395,0.73023754,-1.0354503,-0.31500274,0.2867401
0.94964147,0.69503474,0.4267433,0.60674405,-0.98562753,-0.8462254,0.47700387
0.9965752,0.79310554,0.29455417,0.6723544,-0.38095126,0.876636,0.7526755
0.9157008,0.6037251,0.17950599,0.5248523,-0.10437994,0.22448543,0.9222039
0.92771184,0.71245605,0.42406818,0.61785626,-0.9643585,0.52006567,0.49404258
0.95423144,0.7350839,0.3110188,0.63860214,-0.48531055,-0.9627179,0.74852306
0.89855283,0.5953473,0.18449943,0.5208837,-0.1463274,0.4475947,0.9117902
0.80578184,0.53459716,0.2759441,0.47591698,-0.57305783,-0.43943423,0.8026435
0.7295161,0.41801763,0.08177011,0.38844088,0.11501264,0.61161095,0.998461
0.22676271,0.12252326,0.008494363,0.115294985,0.08993706,0.96318877,0.9878683
0.26455244,0.14008008,0.027739879,0.13611558,0.030334352,0.8791357,0.9803267
-0.16220254,-0.04270418,-0.097087584,-0.057113316,0.35502386,-0.9573988,0.9791677
-0.311897,-0.16727214,-0.06725448,-0.15889414,0.09552291,-0.9009202,0.9886173
-0.25650853,-0.12405908,-0.079078205,-0.124199115,0.19075389,-0.91514295,0.9856968
-0.6857744,-0.39820933,-0.16518489,-0.36802745,0.26200572,-0.570699,0.9410703
-0.44019136,-0.26259542,-0.0034313584,-0.2382146,-0.26624572,-0.87276596,0.9886032
-0.56060696,-0.30984542,-0.14437518,-0.28719762,0.27529618,-0.6866899,0.9464666
-0.8732071,-0.7141752,-0.45443323,-0.59730375,1.0510067,-0.10697554,0.44537118
-0.6252877,-0.3565584,-0.19042633,-0.32787952,0.4164414,-0.5388366,0.9014699
-0.8253933,-0.5949768,-0.37605596,-0.5154263,0.87394106,-0.2124295,0.62919015
-0.7012427,-0.4135552,-0.17136471,-0.3790791,0.27270418,-0.53433037,0.934458
-0.99024826,-0.6767145,-0.27038467,-0.60201675,0.3750988,-0.18794942,0.85250425
-0.93576497,-0.67306846,-0.33830804,-0.5838122,0.65814173,-0.14710143,0.7091127
-1.0167989,-0.82064956,-0.4095118,-0.6835466,0.77479845,-0.07729039,0.58339167
-1.0166559,-0.7582323,-0.33651778,-0.65035236,0.5725408,-0.098352395,0.7193285
-1.0085102,-0.8715801,-0.5117576,-0.7169144,1.1041615,0.014490873,0.3407875
-0.99611527,-0.85255057,-0.50970614,-0.70424664,1.1047935,0.01302129,0.33913973
-1.0113283,-0.76437634,-0.34967342,-0.6502453,0.61284,-0.09260653,0.695735
-1.0981729,-0.8505245,-0.33515102,-0.7175157,0.4623994,-0.054348335,0.734879
-0.995065,-0.67038053,-0.2583378,-0.5967227,0.34503508,-0.20101722,0.8703143
-0.71408474,-0.4362996,-0.2719097,-0.39525932,0.64998794,-0.39460713,0.8288791
-0.53588873,-0.28770348,-0.18315904,-0.2704091,0.45449916,-0.6181706,0.90064806
-0.430076,-0.21937408,-0.13785154,-0.2119434,0.3396457,-0.7764949,0.94366324
-0.49984172,-0.26811758,-0.17177358,-0.25130567,0.43078557,-0.659535,0.9079752
-0.4804335,-0.26229241,-0.10928923,-0.2434056,0.18008272,-0.7903954,0.9717556
-0.5081259,-0.2712337,-0.21111481,-0.25808802,0.5826622,-0.5956924,0.87635183
-0.43427905,-0.21946271,-0.20125015,-0.21044336,0.5925565,-0.6654253,0.88081783
-0.4955554,-0.2591892,-0.19540046,-0.2508414,0.53365284,-0.6250515,0.8900229
-0.14154612,-0.043218873,-0.083412915,-0.05651199,0.289566,-0.95278496,0.99176455
-0.08898445,-0.03546246,-0.059214827,-0.040371984,0.19855319,-0.8870252,0.9984794
0.3131434,0.16943853,0.14835447,0.16734102,-0.449085,0.7475077,0.9207624
0.64429164,0.37501824,0.3039918,0.36004394,-0.85219395,0.14648089,0.72365105
0.83075655,0.53048533,0.1627818,0.46930468,-0.122607216,0.35836822,0.93142784
0.9422913,0.6753709,0.4332151,0.5903557,-1.0229701,0.8317119,0.49324098
0.8502391,0.5754018,0.18787554,0.50170314,-0.15776688,-0.87563896,0.9237998
0.9707825,0.79018766,0.33838597,0.67039144,-0.5593365,0.89775693,0.6668436
0.9347539,0.94087005,0.6056504,0.7455445,-1.2986872,-0.29450062,0.06262505
1.0178193,0.9619775,0.4133599,0.8070106,-0.62323034,-0.71395797,0.5269905
0.93511736,0.6921702,0.50526077,0.5702405,-1.263622,-0.2929483,0.34810588
0.9327187,0.6940058,0.2950458,0.60882646,-0.4606909,-0.9565295,0.77934897
0.94721156,0.6878973,0.24936281,0.5919907,-0.29629835,0.24174353,0.8263535
0.9136018,0.66542184,0.3056698,0.5812273,-0.53981006,-0.7637085,0.76759154
0.81097156,0.533458,0.25544694,0.48142728,-0.49522805,0.73303276,0.827037
0.81381476,0.53179014,0.33402392,0.4858711,-0.79739964,0.6300478,0.70016676
0.86575294,0.5320912,0.40099755,0.47411132,-1.0685517,-0.9138215,0.5436869
0.96124893,0.7336612,0.36408323,0.642021,-0.6914262,-0.92170495,0.6234186
0.79106694,0.5040209,0.29375812,0.4556314,-0.6738335,-0.88649946,0.77999276
0.77737784,0.5060569,0.31469375,0.4610952,-0.7390646,0.89237475,0.73139966
0.8064962,0.527515,0.30043343,0.47490484,-0.6801117,-0.710751,0.76941955
0.69773966,0.41761878,0.31840762,0.3984074,-0.83888257,0.78216213,0.7228665
0.3951709,0.21448919,0.040499613,0.20252214,0.045736644,-0.69947124,0.9918965
0.25459605,0.12536117,0.13380146,0.12344029,-0.42412993,0.89966357,0.93938553
-0.26123613,-0.09069796,-0.13624473,-0.106067784,0.47001842,-0.8871865,0.9412606
-0.29360673,-0.14734928,-0.08189126,-0.14511797,0.1723966,-0.9060629,0.98504055
-0.28388193,-0.1211507,-0.11054205,-0.12503599,0.33918357,-0.90061903,0.96157086
-0.75081027,-0.45223272,-0.18541299,-0.41214442,0.2856056,-0.48001269,0.92912906
-0.9381604,-0.61414504,-0.2581245,-0.5530222,0.40203372,-0.24520889,0.86749595
-0.9289829,-0.69117963,-0.36129898,-0.58651525,0.7430734,-0.1361216,0.6525059
-0.817738,-0.5633389,-0.34154353,-0.4956526,0.7929402,-0.25212082,0.70215774
-0.7389229,-0.44293034,-0.23004581,-0.40379912,0.47115314,-0.41138244,0.8804253
-0.9833767,-0.6681633,-0.2730844,-0.595079,0.39398187,-0.18883498,0.8458714
